zip_code,crime_type,Total_crimes
78757,Forgery By Making,81
78757,Forgery Of Identification,5
78757,Forgery- Certificate Of Title,3
78757,Fraud - Other,628
78757,Fraud Destruction Of A Writing,5
78757,Fraud Filing Finance Statement,6
78757,Fraud-Card Skimmer,11
78757,Gambling,27
78757,Gambling Promotion,8
78757,Graffiti,675
78757,Harassment,1680
78757,Harassment Of A Public Servant,6
78757,Harassment Online,10
78757,Harboring Runaway Child,7
78757,Hinder Secured Creditors,10
78757,Hindering Apprehension,1
78757,Identity Theft,759
78757,Identity Theft-Tax Returns,12
78757,Illegal Labelling Of Recording,1
78757,Immigration Hold/Arrest,2
78757,Impersonating Public Servant,9
78757,Indecent Assault,7
78757,Indecent Exposure,71
78757,Inhalant Abuse,5
78757,Inj To Disabled  Fam/Date Viol,5
78757,Inj To Elderly   Fam/Date Viol,25
78757,Inj/Child Fv (No Care/Custody),5
78757,Injury Disabled Individual,29
78757,Injury To Child,50
78757,Injury To Child (Care/Custody),41
78757,Injury To Elderly Person,29
78757,Injury To Elderly Person - Sbi,1
78757,Inter Emerg Phonecall Fam/Date,16
78757,Interference Public Duties,3
78757,Interfering W/Emerg Phone Call,7
78757,Justified Homicide,2
78757,Keeping Gambling Place,2
78757,Kidnapping,8
78757,Liquor Law Violation/Other,60
78757,Littering,29
78757,Mail Theft,199
78757,Making Tobacco Avail To Minor,14
78757,Manslaughter,1
78757,Misapply Fiduciary Prop,5
78757,Money Laundering,3
78757,Murder,9
78757,Narcotic Possession,528
78757,Nuisance Abatement,11
78757,Obscene Display - Distribution,1
78757,Obtain Controlled Sub By Fraud,27
78757,Obtain Dang Drug By Fraud,1
78757,Official Oppression,1
78757,Online Impersonation,19
78757,Online Solicitation Of A Minor,8
78757,Parole Viol,9
78757,Pigeon Drop,8
78757,Poss Dang Drug,28
78757,Poss Of Alcohol - Age 17 To 20,31
78757,Poss Of Alcohol-Age 16 & Under,10
78757,Poss Of Firearm By Felon,27
78757,Poss Of Prohibited Weapon,15
78757,Poss Synthetic Marijuana,4
78757,Poss/Promo Child Pornography,25
78757,Possession Of Marijuana,480
78757,Possession of Drug,328
78757,Probation Viol,6
78757,Promotion Of Prostitution,3
78757,Prostitution,28
78757,Protective Order,99
78757,Prowler,19
78757,Public Lewdness,5
78757,Purse Snatching,8
78757,Reckless Damage,43
78757,Rental Car/Fail To Return,16
78757,Resisting Arrest Or Search,22
78757,Retaliation,12
78757,Robbery By Threat,42
78757,Sale Of Liq Without Permit,1
78757,Securing Exec-Doc By Deception,2
78757,Sexting/Transmit Sexual Photos,1
78757,Smuggling Illegal Alien,2
78757,Solicitation - Begging,12
78757,Stalking,61
78757,Take Weapon Frm Police Officer,3
78757,Tampering With Consumer Prod,2
78757,Tampering With Evidence,2
78757,Tampering With Gov Record,7
78757,Tampering With Id Number,1
78757,Terroristic Threat,483
78757,Terroristic Threat-Mass Caslty,1
78757,Theft,5921
78757,Theft By Embezzlement,10
78757,Theft By Extortion,1
78757,Theft By False Pretext/Bunco,11
78757,Theft By Public Servant,1
78757,Theft By Shoplifting,1216
78757,Theft Catalytic Converter,135
78757,Theft From Auto,331
78757,Theft From Building,97
78757,Theft From Person,103
78757,Theft Of Auto Parts,171
78757,Theft Of Bicycle,616
78757,Theft Of Heavy Equipment,7
78757,Theft Of License Plate,250
78757,Theft Of Metal,105
78757,Theft Of Service,549
78757,Theft Of Telecommunication Srv,2
78757,Theft Of Trailer,161
78757,Theft- Appropriate Stolen Prop,8
78757,Theft/Till Tapping,3
78757,Tobacco Viol - Age 17,6
78757,Tobacco Viol - Under Age 17,6
78757,Trafficking Of Persons,2
78757,Truancy,9
78757,Ucw License Premise,1
78757,Unlawful Carry-Lic Holder,1
78757,Unlawful Carrying Weapon,61
78757,Unlawful Interception,1
78757,Unlawful Restraint,7
78757,Unlawful Restraint Fam/Dat Vio,6
78757,Urinating In Public Place,42
78757,Viol City Ordinance -  Game Rm,5
78757,Viol City Ordinance - Curfew,103
78757,Viol City Ordinance - Dog,61
78757,Viol City Ordinance - Sound,1
78757,Viol City Ordinance - Title 10,1
78757,Viol City Ordinance - Wrecker,42
78757,Viol City Ordinance -Firework,5
78757,Viol Of Bond Conditions,6
78757,Viol Of Camping Ordinance,3
78757,Viol Of Court Order-Non Epo-Po,68
78757,Viol Of Emerg Protective Order,60
78757,Viol Of Park Curfew,61
78757,Viol Of Protective Order,83
78757,Viol State Law - Other,110
78757,Viol Stay Away Order,1
78757,Viol Temp Ex Parte  Order,4
78757,Violation City Ordinance,200
78757,Voco - Alcohol  Consumption,23
78757,Voco Amplified Music/Vehicle,39
78757,Voco Solicitation Prohibit,63
78757,Warrant Arrest Non Traffic,730
78757,Weapon Viol - Other,3
78758,Abuse Of 911,21
78758,Abuse Of Official Capacity,1
78758,Agg Aslt Enhanc Strangl/Suffoc,88
78758,Agg Aslt W/Motor Veh Fam/Dat V,49
78758,Agg Assault On Peace Officer,3
78758,Agg Assault On Public Servant,25
78758,Agg Assault With Motor Veh,135
78758,Agg Kidnapping,5
78758,Agg Kidnapping Fam Vio,2
78758,Agg Promotion Of Prostitution,2
78758,Agg Robbery By Assault,44
78758,Aggravated Assault,2966
78758,Aggravated Robbery,2099
78758,Applic To Revoke Probation,176
78758,Arson,130
78758,Arson With Bodily Injury,2
78758,Arson-Criminal Mischief,36
78758,Assault By Contact,2716
78758,Assault By Threat,1726
78758,Assault Of A Pregnant Woman,1
78758,Assault Of Pregnant Wm-Fam/Dat,20
78758,Assault On Peace Officer,19
78758,Assault On Public Servant,191
78758,Assault With Injury,11206
78758,Att Auto Theft,26
78758,Att Burglary Non Residence,9
78758,Att Theft,11
78758,Auto Theft,4949
78758,Bail Jumping/Fail To Appear,1
78758,Bestiality,1
78758,Bomb Threat,22
78758,Breach Of Computer Security,78
78758,Burglary Non Residence,2795
78758,Burglary Of Coin-Op Machine,298
78758,Burglary Of Residence,6866
78758,Burglary Of Shed/Detached Garage/Storage Unit,377
78758,Burglary Of Vehicle,17280
78758,Camping In Park,112
78758,Capital Murder,10
78758,Child Custody Interfere,551
78758,Child Endangerment- Abandonmen,447
78758,Civil Disturbance/Demo,44
78758,Communicating Gambling Info,1
78758,Compelling Prostitution,2
78758,Contribute Delinquency Minor,3
78758,Controlled Sub Viol - Other,1
78758,Counterfeiting,209
78758,Crash/Fail Stop And Render Aid,548
78758,Crash/Intox Manslaughter,4
78758,Crash/Intoxication Assault,23
78758,Crash/Manslaughter,3
78758,Cred Card Abuse - Expir-Cancel,15
78758,Cred Card Abuse By Forgery,395
78758,Crimes Against Elderly,2
78758,Criminal Conspiracy,3
78758,Criminal Mischief,10801
78758,Criminal Solicitation,2
78758,Criminal Solicitation Of Minor,14
78758,Criminal Trespass,3497
78758,Criminal Trespass/In Vehicle,18
78758,Cruelty To Animals,275
78758,Custody Arrest Traffic Warr,3280
78758,DWI,4701
78758,Damage City Prop,695
78758,Damage City Vehicle,117
78758,Dang Drug Viol - Other,4
78758,Dating Disturbance,1009
78758,Deadly Conduct,252
78758,Deadly Conduct Fam/Date Viol,4
78758,Debit/Credit Card Abuse,2042
78758,Del Marijuana,10
78758,Del Of Alcohol To Minor,11
78758,Del Of Dang Drug,1
78758,Disposal Of Solid Waste,4
78758,Disruption Of Classes,2
78758,Distrib Harmful Material Minor,11
78758,Disturbance - Other,5635
78758,Doc Abuse Or Threat,25
78758,Doc Abusive Language,46
78758,Doc Creating Noxious Odor,1
78758,Doc Discharge Gun - Pub Place,143
78758,Doc Discharge Gun - Pub Road,59
78758,Doc Display Gun/Deadly Pub Plc,106
78758,Doc Exposure,104
78758,Doc Fighting,257
78758,Doc Offensive Gesture,26
78758,Doc Unreasonable Noise,97
78758,Doc Window Peeping - Hotel,2
78758,Domestic Violence/Alarm,2
78758,Driving While Intox / Felony,257
78758,Dui - Age 16 And Under,16
78758,Dui - Age 17 To 20,60
78758,Dumping Refuse Near Highway,33
78758,Dwi  .15 Bac Or Above,471
78758,Dwi - Child Passenger,72
78758,Dwi - Drug Recognition Expert,66
78758,Engaging In Organized Crime,5
78758,Escape From Custody,4
78758,Evading / Foot,307
78758,Evading / Vehicle Pursuit,76
78758,Evading Vehicle,198
78758,Expired-Att Agg Robbery/Weap,4
78758,Expired-Att Capital Murder,2
78758,Expired-Att Kidnapping,5
78758,Expired-Att Obt Cont Sub Fraud,5
78758,Expired-Att Robbery By Assault,6
78758,Expired-Att/Take Weap From Off,1
78758,Expired-Evading Arrest,16
78758,Expired-Injury Child - Elderly,4
78758,Exploitation Of Child/Elderly,4
78758,Explosive Ordnance Disposal,31
78758,Fail Display Handgun License,1
78758,Failure To Identify,751
78758,False Alarm Or Report,75
78758,False Id As A Peace Officer,1
78758,False Report To Cps,2
78758,False Report To Peace Officer,96
78758,False Statement -Obtain Credit,49
78758,Family Disturbance,17327
78758,Federal Viol/Other,44
78758,Felony Enhancement/Asslt W/Inj,521
78758,Fictitious Name,2
78758,Firearms On School Prop,1
78758,Forgery - Other,290
78758,Forgery And Passing,1129
78758,Forgery By Making,155
78758,Forgery Of Identification,17
78758,Forgery- Certificate Of Title,9
78758,Fraud - Other,1204
78758,Fraud Destruction Of A Writing,3
78758,Fraud Filing Finance Statement,5
78758,Fraud-Card Skimmer,32
78758,Gambling,72
78758,Gambling Promotion,17
78758,Graffiti,435
78758,Harassment,4719
78758,Harassment Of A Public Servant,28
78758,Harassment Online,30
78758,Harboring Runaway Child,9
78758,Hinder Secured Creditors,20
78758,Hindering Apprehension,20
78758,Identity Theft,1742
78758,Identity Theft-Tax Returns,17
78758,Illegal Labelling Of Recording,1
78758,Illegal Transportation Of Liq,1
78758,Illumin Aircraft Intense Light,5
78758,Immigration Hold/Arrest,35
78758,Impersonating Public Servant,34
78758,Indecent Assault,26
78758,Indecent Exposure,303
78758,Inhalant Abuse,6
78758,Inj To Disabled  Fam/Date Viol,24
78758,Inj To Elderly   Fam/Date Viol,53
78758,Inj/Child Fv (No Care/Custody),11
78758,Injury Disabled Individual,60
78758,Injury To Child,189
78758,Injury To Child (Care/Custody),174
78758,Injury To Elderly Person,47
78758,Inter Emerg Phonecall Fam/Date,53
78758,Interfere W Po Service Animals,1
78758,Interference Public Duties,14
78758,Interfering W/Emerg Phone Call,17
78758,Justified Homicide,3
78758,Keeping Gambling Place,2
78758,Kidnapping,22
78758,Liquor Law Violation/Other,132
78758,Littering,119
78758,Mail Theft,374
78758,Making Tobacco Avail To Minor,11
78758,Manslaughter,4
78758,Misapply Fiduciary Prop,8
78758,Misuse Of Official Info,3
78758,Money Laundering,3
78758,Murder,48
78758,Narcotic Possession,2505
78758,Nuisance Abatement,28
78758,Obscene Display - Distribution,4
78758,Obtain Controlled Sub By Fraud,90
78758,Obtain Dang Drug By Fraud,2
78758,Official Misconduct,1
78758,Official Oppression,5
78758,Online Impersonation,49
78758,Online Solicitation Of A Minor,14
78758,Parole Viol,34
78758,Pigeon Drop,12
78758,Pocket Picking,2
78758,Poss Criminal Instrument,3
78758,Poss Dang Drug,102
78758,Poss Of Alcohol - Age 17 To 20,97
78758,Poss Of Alcohol-Age 16 & Under,23
78758,Poss Of Firearm By Felon,132
78758,Poss Of Gambling Paraphernalia,1
78758,Poss Of Prohibited Weapon,69
78758,Poss Synthetic Marijuana,32
78758,Poss/Promo Child Pornography,36
78758,Possession Of Forged Writing,3
78758,Possession Of Marijuana,2232
78758,Possession of Drug,1438
78758,Practice Medicine W/Out Licens,1
78758,Probation Viol,41
78758,Promotion Of Prostitution,6
78758,Prostitution,224
78758,Protective Order,448
78758,Prowler,40
78758,Public Lewdness,48
78758,Purse Snatching,25
78758,Reckless Conduct,7
78758,Reckless Damage,99
78758,Rental Car/Fail To Return,18
78758,Resisting Arrest Or Search,112
78758,Retaliation,46
78758,Robbery By Threat,151
78758,Securing Exec-Doc By Deception,1
78758,Sexting/Transmit Sexual Photos,2
78758,Sexual Coercion,2
78758,Sit And Lie Ordinance Viol,2
78758,Smuggling Illegal Alien,14
78758,Solicitation - Begging,27
78758,Stalking,150
78758,Take Weapon Frm Police Officer,9
78758,Tampering With Consumer Prod,4
78758,Tampering With Evidence,24
78758,Tampering With Gov Record,20
78758,Tampering With Witness,2
78758,Telecommunication Crimes/Other,3
78758,Terroristic Threat,1808
78758,Terroristic Threat-Mass Caslty,8
78758,Theft,13963
78758,Theft By Embezzlement,30
78758,Theft By Extortion,17
78758,Theft By False Pretext/Bunco,17
78758,Theft By Public Servant,2
78758,Theft By Shoplifting,3810
78758,Theft Catalytic Converter,372
78758,Theft From Auto,865
78758,Theft From Building,233
78758,Theft From Person,514
78758,Theft Of Auto Parts,473
78758,Theft Of Bicycle,782
78758,Theft Of Heavy Equipment,12
78758,Theft Of License Plate,838
78758,Theft Of Metal,182
78758,Theft Of Service,914
78758,Theft Of Telecommunication Srv,6
78758,Theft Of Trailer,345
78758,Theft- Appropriate Stolen Prop,23
78758,Theft/Till Tapping,5
78758,Tobacco Viol - Age 17,21
78758,Tobacco Viol - Under Age 17,38
78758,Trademark Counterfeiting,9
78758,Trafficking Of Persons,17
78758,Truancy,6
78758,Ucw License Premise,9
78758,Unlawful Carry-Lic Holder,7
78758,Unlawful Carrying Weapon,321
78758,Unlawful Restraint,19
78758,Unlawful Restraint Fam/Dat Vio,33
78758,Urinating In Public Place,163
78758,Viol City Ordinance -  Game Rm,13
78758,Viol City Ordinance - Airport,1
78758,Viol City Ordinance - Curfew,688
78758,Viol City Ordinance - Dog,151
78758,Viol City Ordinance - Smoking,7
78758,Viol City Ordinance - Sound,7
78758,Viol City Ordinance - Title 10,1
78758,Viol City Ordinance - Wrecker,206
78758,Viol City Ordinance -Firework,15
78758,Viol Civil Rights Prisoner,1
78758,Viol Glass Container,5
78758,Viol Of Bond Conditions,11
78758,Viol Of Camping Ordinance,2
78758,Viol Of Court Order-Non Epo-Po,219
78758,Viol Of Emerg Protective Order,254
78758,Viol Of Park Curfew,137
78758,Viol Of Protective Order,458
78758,Viol State Law - Other,469
78758,Viol State Massage Regulations,2
78758,Viol Stay Away Order,6
78758,Viol Temp Ex Parte  Order,15
78758,Violation City Ordinance,881
78758,Voco - Alcohol  Consumption,127
78758,Voco Amplified Music/Vehicle,329
78758,Voco Solicitation Prohibit,225
78758,Warrant Arrest Non Traffic,2159
78758,Weapon Viol - Other,24
78759,Abuse Of 911,7
78759,Agg Aslt Enhanc Strangl/Suffoc,16
78759,Agg Aslt W/Motor Veh Fam/Dat V,16
78759,Agg Assault On Peace Officer,1
78759,Agg Assault On Public Servant,9
78759,Agg Assault With Motor Veh,44
78759,Agg Kidnapping Fam Vio,1
78759,Agg Promotion Of Prostitution,8
78759,Agg Robbery By Assault,11
78759,Aggravated Assault,519
78759,Aggravated Robbery,269
78759,Applic To Revoke Probation,27
78759,Arson,43
78759,Arson-Criminal Mischief,11
78759,Assault - School Personnel,1
78759,Assault By Contact,815
78759,Assault By Threat,466
78759,Assault Of Pregnant Wm-Fam/Dat,7
78759,Assault On Peace Officer,12
78759,Assault On Public Servant,61
78759,Assault With Injury,2676
78759,Att Auto Theft,10
78759,Att Burglary Non Residence,6
78759,Att Theft,3
78759,Auto Theft,1638
78759,Bank Kiting,1
78759,Bomb Threat,11
78759,Breach Of Computer Security,75
78759,Burglary Non Residence,1536
78759,Burglary Of Coin-Op Machine,169
78759,Burglary Of Residence,1979
78759,Burglary Of Shed/Detached Garage/Storage Unit,179
78759,Burglary Of Vehicle,15416
78759,Camping In Park,55
78759,Capital Murder,3
78759,Child Custody Interfere,136
78759,Child Endangerment- Abandonmen,98
78759,Civil Disturbance/Demo,27
78759,Commercial Bribery,1
78759,Compelling Prostitution,1
78759,Counterfeiting,119
78759,Crash/Fail Stop And Render Aid,168
78759,Crash/Intox Manslaughter,2
78759,Crash/Intoxication Assault,9
78759,Crash/Manslaughter,1
78759,Cred Card Abuse - Expir-Cancel,3
78759,Cred Card Abuse By Forgery,362
78759,Crimes Against Elderly,1
78759,Criminal Mischief,4402
78759,Criminal Solicitation,2
78759,Criminal Solicitation Of Minor,6
78759,Criminal Trespass,873
78759,Criminal Trespass/In Vehicle,8
78759,Cruelty To Animals,116
78759,Custody Arrest Traffic Warr,1505
78759,DWI,2846
78759,Damage City Prop,127
78759,Damage City Vehicle,25
78759,Dating Disturbance,504
78759,Deadly Conduct,48
78759,Deadly Conduct Fam/Date Viol,2
78759,Debit/Credit Card Abuse,1416
78759,Del Marijuana,5
78759,Del Of Alcohol To Minor,1
78759,Disposal Of Solid Waste,4
78759,Distrib Harmful Material Minor,6
78759,Disturbance - Other,1922
78759,Doc Abuse Or Threat,6
78759,Doc Abusive Language,13
78759,Doc Creating Noxious Odor,1
78759,Doc Discharge Gun - Pub Place,29
78759,Doc Discharge Gun - Pub Road,5
78759,Doc Display Gun/Deadly Pub Plc,39
78759,Doc Exposure,47
78759,Doc Fighting,27
78759,Doc Offensive Gesture,17
78759,Doc Unreasonable Noise,32
78759,Doc Window Peeping - Hotel,1
78759,Driving While Intox / Felony,164
78759,Dui - Age 16 And Under,5
78759,Dui - Age 17 To 20,54
78759,Dumping Refuse Near Highway,18
78759,Dwi  .15 Bac Or Above,186
78759,Dwi - Child Passenger,19
78759,Dwi - Drug Recognition Expert,50
78759,Engaging In Organized Crime,5
78759,Evading / Foot,38
78759,Evading / Vehicle Pursuit,27
78759,Evading Vehicle,59
78759,Expired-Att Agg Robbery/Weap,2
78759,Expired-Att Ob Dang Drug Fraud,2
78759,Expired-Att Obt Cont Sub Fraud,11
78759,Expired-Evading Arrest,4
78759,Expired-Injury Child - Elderly,2
78759,Exploitation Of Child/Elderly,5
78759,Explosive Ordnance Disposal,27
78759,Failure To Identify,115
78759,False Alarm Or Report,40
78759,False Report To Peace Officer,20
78759,False Statement -Obtain Credit,29
78759,Family Disturbance,5470
78759,Federal Viol/Other,23
78759,Felony Enhancement/Asslt W/Inj,68
78759,Forgery - Other,196
78759,Forgery And Passing,765
78759,Forgery By Making,159
78759,Forgery Of Identification,15
78759,Forgery- Certificate Of Title,3
78759,Fraud - Other,772
78759,Fraud Destruction Of A Writing,12
78759,Fraud Filing Finance Statement,1
78759,Fraud-Card Skimmer,15
78759,Gambling,23
78759,Gambling Promotion,6
78759,Graffiti,155
78759,Harassment,2406
78759,Harassment Of A Public Servant,4
78759,Harassment Online,26
78759,Harboring Runaway Child,2
78759,Hinder Secured Creditors,9
78759,Hindering Apprehension,4
78759,Identity Theft,1328
78759,Identity Theft-Tax Returns,18
78759,Illegal Labelling Of Recording,1
78759,Immigration Hold/Arrest,4
78759,Impersonating Public Servant,19
78759,Indecent Assault,15
78759,Indecent Exposure,127
78759,Inhalant Abuse,7
78759,Inj To Disabled  Fam/Date Viol,1
78759,Inj To Elderly   Fam/Date Viol,31
78759,Inj/Child Fv (No Care/Custody),4
78759,Injury Disabled Individual,18
78759,Injury To Child,31
78759,Injury To Child (Care/Custody),37
78759,Injury To Elderly Person,23
78759,Inter Emerg Phonecall Fam/Date,17
78759,Interference Public Duties,4
78759,Interfering W/Emerg Phone Call,11
78759,Keeping Gambling Place,1
78759,Kidnapping,5
78759,Liquor Law Violation/Other,44
78759,Littering,72
78759,Mail Theft,294
78759,Making Tobacco Avail To Minor,8
78759,Manf Controlled Sub - Other,3
78759,Manf Controlled Sub- Syn Narc,1
78759,Manslaughter,1
78759,Misapply Fiduciary Prop,12
78759,Money Laundering,1
78759,Murder,10
78759,Narcotic Possession,693
78759,Nuisance Abatement,5
78759,Obscene Display - Distribution,2
78759,Obtain Controlled Sub By Fraud,132
78759,Obtain Dang Drug By Fraud,6
